trade_date,high,low,volume,amount
20231009,17.45,17.38,5180740,90289441
20231010,17.51,17.37,4062510,70640173
20231011,17.32,17.08,3572987,61180320
20231012,17.09,16.64,1952256,32875518
20231013,16.91,16.49,4597779,77612691
20231016,16.93,16.66,5142881,86783696
20231017,17.24,16.85,2887892,49525278
20231018,17.02,16.93,2114803,35827248
20231019,17.23,17.01,4128243,71059879
20231020,17.15,16.91,2611497,44499909
20231023,17.41,17.22,5922380,102673984
20231024,18.23,17.75,3436594,62195460
20231025,18.35,18.27,2606556,47730050
20231026,18.78,18.47,3679250,68531151
20231027,18.88,18.46,1494641,27886836
20231030,19.00,18.15,5199252,96489911
20231031,18.72,18.33,1381303,25784672
20231101,18.99,18.97,5632543,106871352
20231102,19.25,18.83,1410305,26693789
20231103,19.18,18.84,4124407,78499144
20231106,19.46,19.17,1359101,26193380
20231107,19.44,19.36,1745747,33890998
20231108,19.80,19.71,3474649,68654419
20231109,20.65,20.33,2633619,54065549
20231110,20.78,20.32,5561067,114154873
20231113,21.08,20.48,2838561,58458255
20231114,21.23,20.97,2461591,51896903
20231115,20.83,20.52,4364636,89883236
20231116,20.58,20.27,2097568,42781699
20231117,20.49,20.44,4955879,101365451
20231120,21.12,20.53,4455544,91505707
20231121,21.33,21.02,3962596,83331731
20231122,21.65,21.45,2077398,44686172
20231123,21.70,21.60,1363225,29454040
20231124,21.68,21.64,1679224,36345152
20231127,21.65,21.42,5945509,128058762
20231128,21.92,21.35,3923866,84644934
20231129,22.03,21.91,2856212,62682490
20231130,22.90,22.62,4097126,92916225
20231201,23.13,22.78,1290120,29580985
20231204,23.87,23.16,5717859,134162158
20231205,23.97,23.39,1449432,34332120
20231206,23.39,22.96,5829504,136224153
20231207,23.48,23.09,3673668,85040755
20231208,23.33,23.11,1802013,41878386
20231211,23.16,22.89,5721806,131862019
20231212,23.50,23.40,5729872,134251807
20231213,23.07,22.82,4610480,106250172
20231214,23.09,22.67,5690121,130127726
20231215,22.69,22.04,3183309,71338642
20231218,23.11,22.87,3544649,81345836
20231219,22.69,22.60,5669151,128295410
