trade_date,high,low,volume,amount
20230529,59.89,59.36,5721288,342581297
20230530,60.67,58.54,1056573,62912006
20230531,58.70,57.48,5140481,299796096
20230601,59.45,57.26,2312167,136454366
20230602,58.68,58.26,1662606,97537219
20230605,58.35,57.04,3957378,229198879
20230606,58.96,57.35,5686463,329629134
20230607,58.61,58.09,1776305,103619807
20230608,58.99,57.84,3356386,196581522
20230609,59.07,58.05,1076208,62828089
20230612,57.50,57.17,2071149,118711228
20230613,57.71,57.12,5605138,320662427
20230614,58.34,57.92,5569046,322932304
20230615,59.87,58.91,4667356,275438906
20230616,60.82,59.99,4114648,248334995
20230619,60.02,59.45,3080435,183537419
20230620,60.36,58.46,1791304,106121883
20230621,61.04,59.34,4387236,261289741
20230622,61.64,59.66,4286966,259958398
20230623,60.76,59.94,3016963,182481825
20230626,60.29,58.59,1483167,88073894
20230627,59.18,57.49,2877286,167554958
20230628,58.08,57.85,4246705,246372594
20230629,59.17,58.07,2611352,152076177
20230630,59.45,58.35,3264979,192980503
20230703,60.22,59.68,5153610,309823018
20230704,59.82,58.24,5352980,316185024
20230705,61.20,60.26,1271209,76957401
20230706,61.71,59.86,3659324,221021688
20230707,58.71,57.71,5118125,296243138
20230710,57.57,56.72,2085275,119982257
20230711,56.99,56.62,4256737,242268285
20230712,57.15,56.51,1584043,90264110
20230713,57.18,56.09,1091673,62009861
20230714,55.27,54.52,5533288,304938511
20230717,55.26,54.44,4467410,245260469
20230718,54.54,54.18,5441982,296428143
20230719,54.86,54.44,3600994,196059510
20230720,54.16,53.11,1520854,81269437
20230721,53.83,52.79,4185943,223746892
20230724,52.59,51.11,1884168,98569019
20230725,53.96,53.19,2622935,140451998
20230726,53.53,52.81,4178440,222379447
20230727,53.93,53.47,2319914,124749363
20230728,53.27,53.23,4097275,218163736
20230731,53.46,53.17,3981575,211981908
20230801,53.19,52.03,4729977,250237721
20230802,53.84,53.25,5207151,279309790
20230803,54.10,53.19,3001675,161972251
20230804,54.12,53.20,5629057,303133106
20230807,54.18,53.58,2571589,138977652
20230808,55.38,54.49,1982211,108171030
20230809,56.34,54.99,1580244,88982350
20230810,56.56,55.67,4052600,228053022
20230811,56.68,55.51,4927009,279185315
20230814,57.90,57.20,5348607,308671383
20230815,58.44,58.13,1973587,115214784
20230816,59.13,57.77,1434379,84320770
20230817,58.25,57.73,2837057,165144102
20230818,59.41,59.07,3470327,205230530
20230821,60.71,60.19,5334883,323369980
20230822,60.17,59.29,2319169,138969542
20230823,58.66,57.94,3129070,182730894
20230824,58.19,57.63,5187459,301326348
20230825,56.84,55.92,1708622,96880495
20230828,57.03,56.50,5551968,315665777
20230829,57.51,56.30,4571039,260477803
20230830,56.59,55.56,2248580,126712586
20230831,57.12,56.18,5684226,323551509
20230901,56.60,55.33,2711950,151773861
20230904,55.47,55.08,5679276,313167320
20230905,56.11,53.70,2198701,121436421
20230906,55.90,55.41,1765246,97804474
20230907,56.48,56.26,5451640,307415795
20230908,58.08,56.33,4955989,283727919
20230911,58.16,56.45,4804854,279327810
20230912,59.41,58.78,1324515,78662140
20230913,58.93,58.35,4982969,291342038
20230914,58.41,56.99,4748431,273948160
20230915,57.74,56.08,4316070,246315877
20230918,57.01,56.64,2862458,162989794
20230919,56.91,56.33,4551007,257342878
20230920,58.71,57.43,4931457,286811582
20230921,58.81,58.22,4773521,280389115
20230922,58.09,57.20,1576361,91286025
20230925,58.95,58.52,4507850,265567910
20230926,58.43,57.64,3461141,201432118
20230927,58.79,58.02,1845895,108185302
20230928,59.17,58.41,2913297,171093878
20230929,58.74,57.16,5973080,346111765
20231002,58.01,57.39,3859044,223825503
20231003,56.69,55.56,5298711,298877301
20231004,57.67,56.42,1412910,81107317
20231005,60.02,58.65,5902994,351634321
20231006,60.75,60.06,5836535,352767581
20231009,61.81,60.44,4991561,303577752
20231010,59.45,58.32,4224860,249777529
20231011,59.68,58.92,5154442,304801032
20231012,60.07,59.39,2744772,163773645
20231013,60.82,60.39,4224727,256464076
20231016,59.54,59.06,3792473,225010643
20231017,61.46,60.05,2205213,134133458
20231018,62.08,61.27,4235979,259915583
20231019,62.44,61.21,2007969,124253026
20231020,62.51,62.19,1526996,95049648
20231023,62.38,60.97,4324064,266013280
20231024,62.52,60.93,4339311,268255600
20231025,62.92,61.24,2005216,123791542
20231026,61.50,59.82,3000447,184275053
20231027,61.82,61.39,1574235,97158092
20231030,59.85,59.59,2171292,129424445
20231031,58.73,58.29,3736942,218988866
20231101,58.39,57.30,4413537,256184048
20231102,59.38,58.76,2443070,144587859
20231103,59.30,58.42,5918487,349813908
20231106,60.43,59.87,2121627,127450044
20231107,59.88,58.49,3344283,198906239
20231108,60.04,59.03,5918870,350405689
20231109,58.88,58.55,1129528,66457616
20231110,58.16,56.99,5187532,300283472
20231113,59.52,57.95,1421278,83116444
20231114,59.03,57.63,3924898,228051774
20231115,59.91,57.72,3366847,197472345
20231116,58.77,57.85,5032334,294459154
20231117,60.03,59.80,1539354,92069550
20231120,60.51,58.68,3476414,208560317
20231121,60.19,59.18,4671781,279870251
20231122,59.16,58.64,1159692,68313087
20231123,63.08,61.17,1665811,103187009
20231124,63.36,62.31,1621858,101912667
20231127,64.07,63.41,1503905,96334393
20231128,65.68,64.33,1753162,114979737
20231129,66.22,65.96,1844351,121992088
20231130,66.42,65.07,4326005,284313297
20231201,67.28,66.21,4994039,331921545
20231204,66.52,65.55,3342225,219397587
20231205,67.85,66.84,2584485,174002940
20231206,66.53,65.89,4932373,326033760
20231207,66.80,66.21,5198407,344368906
20231208,65.66,65.42,2251139,147346675
20231211,63.43,62.79,2276775,143544750
20231212,62.65,61.63,2893612,178765552
20231213,61.67,61.39,5442902,334219421
20231214,62.77,62.20,4997375,311063439
20231215,62.36,61.99,3628354,225453150
20231218,62.50,60.96,4892218,302559286
20231219,62.93,61.51,1298866,80337046
